product_id,product_name,category,sub_category,price_per_unit,cost_per_unit
OFF-AP-10000263,"KitchenAid Microwave, Silver",Office Supplies,Appliances,311.07,8.75264093193878
FUR-BO-10001362,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,411.21,314.1956072947097
OFF-SU-10003357,"Fiskars Shears, Steel",Office Supplies,Supplies,47.04,3.7899519671741624
FUR-SAF-10003469,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,438.15,199.4198364787287
OFF-STO-10001791,"Stockwell Clamps, Bulk Pack",Office Supplies,Fasteners,19.23,7.730931802424461
TEC-PH-10002645,"Motorola Signal Booster, with Caller ID",Technology,Phones,143.13,74.0709103286917
FUR-CH-10004199,"SAFCO Executive Leather Armchair, Adjustable",Furniture,Chairs,463.92,380.51401533352475
TEC-AC-10004108,"Memorex Router, USB",Technology,Accessories,246.42,22.00088302554045
FUR-OFF-10004214,"Office Star Executive Leather Armchair, Red",Furniture,Chairs,469.68,203.63938955513692
OFF-AP-10003380,"KitchenAid Coffee Grinder, Black",Office Supplies,Appliances,69.9,34.83024492731757
TEC-AC-10001990,"Enermax Router, USB",Technology,Accessories,172.36,33.20113950587044
FUR-CH-10003910,"Harbour Creations Chairmat, Adjustable",Furniture,Chairs,74.49,7.986831018064462
FUR-SAU-10001776,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,148.17,13.328138873995698
OFF-AR-10001533,"Sanford Sketch Pad, Easy-Erase",Office Supplies,Art,45.75,6.105983047937759
TEC-MA-10001403,"Panasonic Calculator, White",Technology,Machines,32.46,20.007946413649023
TEC-CIS-10003017,"Cisco Signal Booster, with Caller ID",Technology,Phones,151.83,4.189628135486269
FUR-BO-10001390,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,114.18,7.543048531035437
OFF-BI-10000561,"Acco Binding Machine, Durable",Office Supplies,Binders,52.59,13.762830427802356
TEC-PH-10003683,"Motorola Audio Dock, VoIP",Technology,Phones,173.46,0.33190351069923246
TEC-MA-10004772,"Konica Inkjet, White",Technology,Machines,310.59,26.22428242384388
OFF-EN-10002723,"Cameo Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,50.97,24.342461443149357
OFF-ST-10002822,"Tenex File Cart, Blue",Office Supplies,Storage,88.8,58.4831360014444
TEC-MOT-10002560,"Motorola Signal Booster, Full Size",Technology,Phones,144.42,114.83697213611283
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,569.99,70.59930251911275
OFF-ST-10002834,"Smead File Cart, Single Width",Office Supplies,Storage,128.88,39.664833495085695
FUR-CH-10003822,"SAFCO Steel Folding Chair, Adjustable",Furniture,Chairs,88.2,3.474885660819509
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,120.98,4.816840775492509
FUR-FU-10001718,"Eldon Door Stop, Duo Pack",Furniture,Furnishings,50.22,30.564283485111254
OFF-PA-10002811,"Green Bar Message Books, 8.5 x 11",Office Supplies,Paper,27.93,24.499948215348265
FUR-FU-10000705,"Advantus Frame, Black",Furniture,Furnishings,74.08,41.25317129339452
FUR-CH-10001204,"Harbour Creations Steel Folding Chair, Red",Furniture,Chairs,97.89,28.255032371170163
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,300.98,72.81495380784024
TEC-MA-10001127,"Epson Inkjet, Wireless",Technology,Machines,308.34,319.4923188313885
FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,262.51,5.000300288579355
TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,Technology,Phones,294.95,19.266763955673294
OFF-EN-10003675,"GlobeWeis Interoffice Envelope, Recycled",Office Supplies,Envelopes,31.08,2.83964006790164
OFF-AP-10003866,"Breville Microwave, Red",Office Supplies,Appliances,301.71,117.88761358416967
OFF-SU-10001762,"Stiletto Shears, Easy Grip",Office Supplies,Supplies,49.71,22.69398995461395
TEC-PH-10001590,"Motorola Headset, with Caller ID",Technology,Phones,79.74,2.271356842244322
FUR-FU-10001640,"Eldon Photo Frame, Black",Furniture,Furnishings,58.11,3.0306743993388934
FUR-FU-10004790,"Advantus Photo Frame, Erganomic",Furniture,Furnishings,34.4,10.06632446032043
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,101.41,9.42159225533581
OFF-BI-10001808,"Cardinal Binding Machine, Clear",Office Supplies,Binders,49.23,0.1085695565297417
OFF-SU-10001698,"Stiletto Box Cutter, Steel",Office Supplies,Supplies,35.37,6.894819635130751
FUR-HON-10003871,"Hon Conference Table, Fully Assembled",Furniture,Tables,922.95,108.05164465041494
OFF-PA-10004327,Xerox 1911,Office Supplies,Paper,47.9,12.437830216181057
OFF-ST-10004768,"Eldon Lockers, Industrial",Office Supplies,Storage,198.39,3.4431492491874183
OFF-ST-10002574,"Smead Shelving, Blue",Office Supplies,Storage,32.62,28.47386596451484
OFF-ST-10003656,Safco Industrial Wire Shelving,Office Supplies,Storage,95.99,11.115235061232363
TEC-BEL-10003985,"Belkin Router, USB",Technology,Accessories,258.96,5.489302710819
TEC-MA-10000772,"Okidata Phone, Durable",Technology,Machines,86.97,56.656093722879184
FUR-BO-10001558,"Safco 3-Shelf Cabinet, Pine",Furniture,Bookcases,170.19,32.31870222182993
TEC-AC-10002014,"Belkin Flash Drive, USB",Technology,Accessories,42.15,2.1180846968265508
TEC-CO-10002174,"HP Copy Machine, Laser",Technology,Copiers,243.33,4.092927421901592
OFF-BI-10000734,"Avery Binding Machine, Recycled",Office Supplies,Binders,49.2,15.275936365354918
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,303.76,150.6790857517856
FUR-FU-10000069,"Tenex Door Stop, Durable",Furniture,Furnishings,40.92,24.53274484670227
TEC-MA-10002073,"3D Systems Cube Printer, 2nd Generation, White",Technology,Machines,1299.99,535.6580168760944
OFF-ELD-10001477,"Eldon Lockers, Single Width",Office Supplies,Storage,197.94,6.883214994593039
FUR-TA-10003386,"Hon Round Table, with Bottom Storage",Furniture,Tables,343.94,12.241507618379455
FUR-TA-10003323,"Bevis Round Table, Adjustable Height",Furniture,Tables,520.38,175.18618075613435
FUR-CH-10002749,"SAFCO Chairmat, Black",Furniture,Chairs,57.39,18.171298624845793
TEC-OKI-10000616,"Okidata Card Printer, Durable",Technology,Machines,175.95,137.6863669640926
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,136.98,21.118374761499595
TEC-NOK-10004278,"Nokia Signal Booster, Full Size",Technology,Phones,137.79,75.75165221252142
TEC-HP -10004590,"HP Fax Machine, Color",Technology,Copiers,301.38,6.448770288062635
FUR-FU-10000422,"Deflect-O Photo Frame, Black",Furniture,Furnishings,51.9,0.4681178249146374
TEC-PH-10001396,"Nokia Smart Phone, Cordless",Technology,Phones,636.15,94.17991391835031
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,60.89,34.03167685329084
TEC-CO-10001375,"Brother Copy Machine, Color",Technology,Copiers,263.73,10.257801833258723
TEC-NOK-10003743,"Nokia Signal Booster, VoIP",Technology,Phones,136.59,87.09211392567481
TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,131.18,38.04923814969305
TEC-PH-10004162,"Samsung Speaker Phone, Cordless",Technology,Phones,126.09,69.66038882558219
FUR-DEF-10001359,"Deflect-O Frame, Erganomic",Furniture,Furnishings,108.66,50.140200913353745
TEC-AC-10004487,"Memorex Router, Erganomic",Technology,Accessories,244.02,87.19668596533346
OFF-BI-10002225,"Cardinal Binding Machine, Durable",Office Supplies,Binders,51.27,4.739156556789277
OFF-SU-10003556,"Fiskars Trimmer, Easy Grip",Office Supplies,Supplies,43.92,23.918850588890958
OFF-EN-10000128,"GlobeWeis Interoffice Envelope, Set of 50",Office Supplies,Envelopes,47.82,0.0059880852739999215
OFF-SU-10003758,"Fiskars Scissors, High Speed",Office Supplies,Supplies,23.16,7.776497402788853
TEC-CO-10002998,"Sharp Ink, Laser",Technology,Copiers,82.94,32.29744225878355
FUR-BO-10004430,"Bush Floating Shelf Set, Metal",Furniture,Bookcases,170.73,118.94212736928615
TEC-AC-10003367,"Enermax Memory Card, Programmable",Technology,Accessories,77.26,12.357123426696626
OFF-ST-10004830,"Eldon Lockers, Blue",Office Supplies,Storage,197.91,51.88104578518028
OFF-ST-10002263,"Rogers Trays, Wire Frame",Office Supplies,Storage,60.75,8.120104284672058
TEC-AC-10004975,"SanDisk Numeric Keypad, Erganomic",Technology,Accessories,37.9,3.864189638418374
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,51.75,3.9018040337040323
OFF-ST-10003750,"Tenex Shelving, Wire Frame",Office Supplies,Storage,35.82,29.78110178474296
TEC-PH-10000106,"Apple Smart Phone, Full Size",Technology,Phones,425,0.7298582206081452
FUR-FU-10003235,"Eldon Frame, Durable",Furniture,Furnishings,113.28,5.924776511893916
OFF-PA-10004589,"Green Bar Computer Printout Paper, Multicolor",Office Supplies,Paper,31.17,0.9513967303653906
OFF-SAN-10004881,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,Art,27.09,6.451495062257865
OFF-AP-10004245,"Hoover Stove, Black",Office Supplies,Appliances,378.6,6.907707316140949
OFF-AP-10002244,"Breville Refrigerator, White",Office Supplies,Appliances,517.47,166.68454816698605
TEC-PH-10004404,"Samsung Headset, VoIP",Technology,Phones,48.86,8.07972123545534
FUR-DAN-10001557,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,170.7,13.539653176721671
TEC-CO-10004521,"HP Personal Copier, Laser",Technology,Copiers,82.86,28.41319657219631
TEC-AC-10002308,"Belkin Memory Card, Erganomic",Technology,Accessories,75.08,5.710263753364653
OFF-TEN-10000794,"Tenex Shelving, Wire Frame",Office Supplies,Storage,53.73,15.283104807051998
TEC-CIS-10001661,"Cisco Signal Booster, VoIP",Technology,Phones,151.92,47.86970713024078
OFF-SU-10004643,"Elite Trimmer, Easy Grip",Office Supplies,Supplies,28.86,15.06450124198209
FUR-BO-10004771,"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,411.75,64.71609187660349
TEC-EPS-10004965,"Epson Inkjet, Wireless",Technology,Machines,308.22,273.1660129045811
TEC-MA-10002680,"Konica Inkjet, White",Technology,Machines,310.59,124.97925027213778
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,150.98,11.773248631772992
OFF-AP-10001329,"KitchenAid Stove, White",Office Supplies,Appliances,568.29,353.04799044756555
TEC-PAN-10000979,"Panasonic Receipt Printer, Wireless",Technology,Machines,120.9,33.45655813264674
FUR-BO-10004142,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,292.1,24.116484425484227
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,417.4,15.213303275348416
TEC-PH-10001468,Panasonic Business Telephones KX-T7736,Technology,Phones,182.02,71.90698824101759
TEC-CO-10000594,"Hewlett Fax and Copier, Laser",Technology,Copiers,192.87,99.33462675101002
TEC-CO-10003166,"Canon Fax Machine, Color",Technology,Copiers,319.83,108.29266362901967
TEC-PH-10000347,"Cisco Speaker Phone, VoIP",Technology,Phones,92.38,16.56854314288703
OFF-ST-10001357,"Eldon Lockers, Single Width",Office Supplies,Storage,197.94,36.67807591253007
FUR-CH-10004163,"Novimex Steel Folding Chair, Adjustable",Furniture,Chairs,84.72,64.22866380290782
TEC-CO-10002962,"Sharp Wireless Fax, Color",Technology,Copiers,357.36,50.844274803489846
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,98.31,0.3194395936764248
TEC-AC-10004289,"SanDisk Memory Card, Erganomic",Technology,Accessories,73.48,4.152138579968033
TEC-PH-10004583,"Motorola Smart Phone, Cordless",Technology,Phones,642.78,336.3540248140336
FUR-CH-10004913,"Office Star Rocking Chair, Red",Furniture,Chairs,140.91,34.56698120418692
OFF-PA-10002520,"Green Bar Cards & Envelopes, Recycled",Office Supplies,Paper,48.3,10.03229739824877
FUR-BO-10004459,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,112.56,27.47394503949461
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,130.87,45.565125801694
TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,Technology,Machines,331.74,270.4628017900571
TEC-MOT-10002272,"Motorola Smart Phone, with Caller ID",Technology,Phones,645.54,65.99076379772322
TEC-AC-10001735,"Logitech Mouse, Bluetooth",Technology,Accessories,29.28,22.273916563549097
FUR-CH-10001037,"SAFCO Chairmat, Adjustable",Furniture,Chairs,62.31,19.185528464255277
FUR-HAR-10004593,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,473.61,119.07566052845743
TEC-MA-10000868,"Panasonic Phone, Wireless",Technology,Machines,84.84,19.52056683991562
OFF-PA-10003731,"Enermax Note Cards, Premium",Office Supplies,Paper,29.91,9.548947295872216
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,70.98,1.0552226151454551
OFF-ST-10004532,"Tenex File Cart, Single Width",Office Supplies,Storage,89.44,13.62755071790176
TEC-MA-10000742,"Konica Inkjet, White",Technology,Machines,310.59,45.17917006288193
FUR-TA-10003485,"Bevis Training Table, Rectangular",Furniture,Tables,221.7,94.40497962358086
TEC-HEW-10003695,"Hewlett Wireless Fax, Digital",Technology,Copiers,379.83,159.72748248328412
FUR-BO-10004053,"Dania Library with Doors, Metal",Furniture,Bookcases,361.86,22.036648253965907
OFF-EN-10003737,"Cameo Interoffice Envelope, Set of 50",Office Supplies,Envelopes,47.43,11.478745664555499
TEC-PH-10002641,"Motorola Office Telephone, Full Size",Technology,Phones,73.05,8.839922141130915
TEC-MA-10001187,"Okidata Calculator, Wireless",Technology,Machines,34.86,1.5312623039365325
FUR-TA-10001229,"Chromcraft Computer Table, Rectangular",Furniture,Tables,294,199.54675840802352
TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones,45.24,20.860689641546337
TEC-MA-10002686,"Okidata Card Printer, White",Technology,Machines,174.24,14.208675394653298
OFF-SU-10004524,"Kleencut Box Cutter, High Speed",Office Supplies,Supplies,34.65,4.87167906879681
OFF-AR-10004218,"Sanford Pencil Sharpener, Water Color",Office Supplies,Art,29.01,9.341295981085745
OFF-BI-10003883,"Acco Binder, Economy",Office Supplies,Binders,10.1,7.020918289973377
OFF-AP-10003860,"KitchenAid Blender, Black",Office Supplies,Appliances,96.99,66.16107389300916
FUR-SAF-10000881,"Safco 3-Shelf Cabinet, Metal",Furniture,Bookcases,168.3,38.657480360409586
TEC-CO-10000011,"HP Personal Copier, High-Speed",Technology,Copiers,122.49,14.081004081191177
TEC-MA-10003923,"Okidata Receipt Printer, Durable",Technology,Machines,123.03,15.700854941072256
OFF-AP-10004168,"Cuisinart Stove, White",Office Supplies,Appliances,536.43,73.31736425379057
TEC-PH-10003439,"Apple Audio Dock, VoIP",Technology,Phones,166.98,13.202219035007458
OFF-BOS-10003699,"Boston Sketch Pad, Fluorescent",Office Supplies,Art,49.86,10.134388313532437
TEC-PH-10003698,"Nokia Signal Booster, Full Size",Technology,Phones,137.79,64.93162036308817
TEC-CO-10001818,"Sharp Wireless Fax, Digital",Technology,Copiers,237.04,20.364380722560533
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,172.99,33.68764076239832
OFF-EN-10000615,"Jiffy Mailers, Security-Tint",Office Supplies,Envelopes,39.57,1.2677385973676136
OFF-BOS-10002558,"Boston Pencil Sharpener, Easy-Erase",Office Supplies,Art,30.21,18.134652690709704
OFF-EN-10002752,"Jiffy Peel and Seal, Set of 50",Office Supplies,Envelopes,20.01,4.58769318012528
TEC-CO-10004831,"Brother Copy Machine, High-Speed",Technology,Copiers,174.86,2.5669502418572914
TEC-MA-10003332,"Panasonic Receipt Printer, Durable",Technology,Machines,80.68,52.54523322285361
TEC-PH-10000577,"Samsung Headset, Cordless",Technology,Phones,50.7,7.613075053083245
TEC-PH-10000270,"Apple Office Telephone, VoIP",Technology,Phones,65.37,0.8418421539397415
OFF-AP-10002531,"Hoover Blender, White",Office Supplies,Appliances,97.92,28.839828753792023
FUR-IKE-10000619,"Ikea Corner Shelving, Pine",Furniture,Bookcases,124.41,74.95663606401477
OFF-SU-10002993,"Fiskars Trimmer, High Speed",Office Supplies,Supplies,28.2,25.394929459730818
OFF-BI-10001543,GBC VeloBinder Manual Binding System,Office Supplies,Binders,35.99,17.27637329741849
TEC-MA-10004502,"Epson Inkjet, Wireless",Technology,Machines,308.22,8.596288937721283
OFF-EN-10004186,"Kraft Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,33.64,13.341900356866784
OFF-PA-10004027,"Xerox Cards & Envelopes, Recycled",Office Supplies,Paper,29.92,1.3056894622741777
FUR-CH-10003195,"Hon Rocking Chair, Red",Furniture,Chairs,87.08,0.07448359272826721
TEC-MA-10003990,"Panasonic Card Printer, White",Technology,Machines,114.82,60.918025801812114
FUR-TA-10002568,"Chromcraft Coffee Table, Rectangular",Furniture,Tables,264.66,129.09974821149567
FUR-BO-10004407,"Ikea Floating Shelf Set, Metal",Furniture,Bookcases,113.2,6.827638706679574
OFF-EN-10000352,"GlobeWeis Peel and Seal, Recycled",Office Supplies,Envelopes,20.19,1.119947364013667
FUR-TA-10001622,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,168,88.96531141349399
TEC-CO-10002057,"Sharp Copy Machine, Color",Technology,Copiers,237.6,10.11207504711056
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,50.98,18.249793634120298
OFF-PA-10003252,"Xerox Note Cards, 8.5 x 11",Office Supplies,Paper,30.51,16.473782531079905
FUR-DEF-10000346,"Deflect-O Frame, Duo Pack",Furniture,Furnishings,110.1,12.779420399822182
TEC-PH-10002647,"Nokia Headset, VoIP",Technology,Phones,48.8,0.5458183564944462
OFF-PA-10000032,"SanDisk Note Cards, Premium",Office Supplies,Paper,20.82,4.134449412733246
OFF-SU-10003473,"Elite Trimmer, Steel",Office Supplies,Supplies,41.07,0.33243233017237944
TEC-SAN-10003793,"SanDisk Memory Card, Erganomic",Technology,Accessories,110.22,43.83857114439976
TEC-PH-10003847,"Apple Headset, with Caller ID",Technology,Phones,73.26,11.522871630476553
TEC-PH-10002789,LG Exalt,Technology,Phones,155.99,69.04460109553706
TEC-PH-10001751,"Samsung Smart Phone, Cordless",Technology,Phones,639,41.93660373520361
TEC-CO-10001824,"Sharp Personal Copier, Color",Technology,Copiers,80.96,61.40667563650963
TEC-LOG-10004917,"Logitech Memory Card, Programmable",Technology,Accessories,104.88,26.027204071614385
TEC-BEL-10001689,"Belkin Router, Programmable",Technology,Accessories,260.25,46.51382883408835
FUR-BEV-10002803,"Bevis Conference Table, Fully Assembled",Furniture,Tables,925.23,389.9998549943132
OFF-HAM-10004674,"Hamilton Beach Stove, Silver",Office Supplies,Appliances,543.09,24.884209021326157
TEC-MOT-10002689,"Motorola Headset, Cordless",Technology,Phones,82.59,48.788599218262355
TEC-MA-10004955,"Okidata Card Printer, Durable",Technology,Machines,175.95,36.027994823312056
FUR-TA-10002088,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,202.46,38.62469307927956
TEC-PH-10003772,"Cisco Headset, Cordless",Technology,Phones,91.29,54.018881741143744
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,299.99,20.12453881925478
FUR-FU-10001078,"Advantus Clock, Durable",Furniture,Furnishings,48.42,28.701091197373614
FUR-CH-10002090,"Hon Swivel Stool, Adjustable",Furniture,Chairs,166.14,1.3477399504164942
TEC-CO-10003346,"Brother Wireless Fax, Digital",Technology,Copiers,252.3,55.721315168987694
FUR-ELD-10000301,"Eldon Frame, Duo Pack",Furniture,Furnishings,116.31,61.64644145069521
TEC-CO-10000953,"HP Wireless Fax, Laser",Technology,Copiers,360.21,86.48243431402865
TEC-EPS-10001651,"Epson Phone, White",Technology,Machines,79.38,21.019188272182465
TEC-CO-10001487,"Canon Ink, Digital",Technology,Copiers,146.79,44.68047629204749
OFF-ROG-10003898,"Rogers Lockers, Single Width",Office Supplies,Storage,211.65,4.003971407123889
TEC-PH-10004287,"Cisco Headset, Cordless",Technology,Phones,60.86,11.041212590951705
OFF-PA-10004039,Xerox 1882,Office Supplies,Paper,55.98,0.4430437143344872
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases,160.98,23.48112266832693
OFF-ST-10002471,"Smead Lockers, Single Width",Office Supplies,Storage,132.3,67.962644360602
FUR-BO-10001585,"Ikea Floating Shelf Set, Traditional",Furniture,Bookcases,113.56,63.933362702190365
TEC-HEW-10004172,"Hewlett Wireless Fax, Laser",Technology,Copiers,380.19,76.50941299998851
TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Technology,Machines,1749.99,161.824731752295
OFF-AR-10001599,"Binney & Smith Canvas, Blue",Office Supplies,Art,51.36,37.55279409042045
OFF-AP-10001254,"KitchenAid Coffee Grinder, Red",Office Supplies,Appliances,70.47,15.6563041238422
OFF-SU-10002709,"Fiskars Letter Opener, Easy Grip",Office Supplies,Supplies,29.55,5.905018324530015
FUR-BO-10001476,"Safco Corner Shelving, Pine",Furniture,Bookcases,100.54,11.113832840342281
TEC-SHA-10002696,"Sharp Ink, Color",Technology,Copiers,125.85,41.5427839816934
FUR-HAR-10000441,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs,149.58,71.51297990109789
TEC-AC-10001949,"Enermax Router, Bluetooth",Technology,Accessories,258.33,162.12255605833133
TEC-MA-10001009,"Panasonic Inkjet, Red",Technology,Machines,309.24,33.424788695738286
FUR-CH-10000783,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,469.92,55.3211288463867
OFF-AP-10000577,"Cuisinart Stove, Black",Office Supplies,Appliances,537.72,369.0496029175489
FUR-TA-10004892,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables,482.52,48.433893264042354
OFF-AR-10001482,"Stanley Markers, Easy-Erase",Office Supplies,Art,22.47,20.499833452579733
OFF-ST-10000952,"Smead File Cart, Blue",Office Supplies,Storage,127.47,5.5169445842148495
OFF-BI-10000308,"Cardinal Binder Covers, Durable",Office Supplies,Binders,13.5,1.8753508788223188
TEC-AC-10004221,"Logitech Memory Card, Programmable",Technology,Accessories,104.88,15.963547962104046
FUR-DAN-10004625,"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,121.59,21.301341836367747
OFF-STA-10001747,"Stanley Pencil Sharpener, Water Color",Office Supplies,Art,25.05,7.899503288000472
FUR-BO-10000087,"Dania Classic Bookcase, Mobile",Furniture,Bookcases,413.28,58.04344512902572
TEC-PH-10004915,"Nokia Speaker Phone, Cordless",Technology,Phones,126,20.75362409380304
TEC-AC-10000450,"Enermax Keyboard, USB",Technology,Accessories,83.67,37.35474014244144
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,64.98,8.278006118238977
FUR-TA-10004524,"Bevis Round Table, with Bottom Storage",Furniture,Tables,518.19,110.6621989433553
OFF-PA-10004741,"SanDisk Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,52.56,11.29000774824645
OFF-SME-10004702,"Smead File Cart, Industrial",Office Supplies,Storage,128.4,2.5181513249857796
OFF-AR-10001720,"Stanley Canvas, Blue",Office Supplies,Art,49.47,5.57029289833593
FUR-BO-10001835,"Safco Library with Doors, Traditional",Furniture,Bookcases,389.79,15.881592023280927
TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,Technology,Phones,119.99,15.07287211601035
OFF-AR-10000124,"Binney & Smith Highlighters, Fluorescent",Office Supplies,Art,17.85,0.20662386547496128
OFF-PA-10003134,Xerox 1937,Office Supplies,Paper,48.04,13.796254885938271
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,350.98,52.93506308628407
FUR-BO-10001679,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,142.44,42.67137664281133
FUR-BAR-10002710,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,303.69,93.65521516154323
FUR-TA-10003449,"Chromcraft Coffee Table, Rectangular",Furniture,Tables,176.44,126.95985409798249
FUR-BO-10004388,"Ikea Library with Doors, Metal",Furniture,Bookcases,362.85,77.58604802361198
OFF-SME-10001652,"Smead Trays, Wire Frame",Office Supplies,Storage,47.55,8.354041526633795
FUR-CH-10002991,"Novimex Steel Folding Chair, Adjustable",Furniture,Chairs,84.72,37.68045341823871
OFF-ST-10003931,"Smead Trays, Wire Frame",Office Supplies,Storage,47.55,18.229690467219047
OFF-AP-10001197,"KitchenAid Stove, Red",Office Supplies,Appliances,570.15,309.62807000096603
TEC-PH-10000960,"Samsung Headset, with Caller ID",Technology,Phones,48.8,18.216762975780423
FUR-CH-10001913,"Office Star Swivel Stool, Adjustable",Furniture,Chairs,176.43,1.331276823787796
TEC-PH-10004732,"Cisco Office Telephone, Cordless",Technology,Phones,83.31,29.607754666625326
TEC-CO-10000620,"Brother Wireless Fax, Digital",Technology,Copiers,378.45,38.42244140773028
TEC-MA-10001128,"StarTech Card Printer, White",Technology,Machines,161.91,139.38690420905684
TEC-CO-10001580,"HP Ink, Digital",Technology,Copiers,85.56,5.766408092294097
TEC-MA-10004896,"StarTech Phone, White",Technology,Machines,72.93,10.393206445989248
TEC-AC-10004434,"Memorex Flash Drive, USB",Technology,Accessories,19.74,9.427177234539409
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,30.56,7.542115353424793
OFF-FIS-10002924,"Fiskars Scissors, High Speed",Office Supplies,Supplies,23.16,8.979644471469419
OFF-EAT-10001025,"Eaton Note Cards, Multicolor",Office Supplies,Paper,30.72,12.82889020872595
FUR-BO-10004633,"Safco Stackable Bookrack, Traditional",Furniture,Bookcases,148.44,2.7241215043871074
FUR-ELD-10003179,"Eldon Clock, Erganomic",Furniture,Furnishings,55.14,0.607714645376859
FUR-TEN-10001809,"Tenex Photo Frame, Erganomic",Furniture,Furnishings,50.46,34.32721676588212
OFF-AP-10002552,"Hamilton Beach Stove, White",Office Supplies,Appliances,540.48,1.820295272817996
FUR-CH-10004355,"Harbour Creations Rocking Chair, Set of Two",Furniture,Chairs,149.34,32.349472986002965
OFF-EN-10003748,"Ames Mailers, with clear poly window",Office Supplies,Envelopes,39.39,16.567873685317338
TEC-MA-10003121,"StarTech Card Printer, Wireless",Technology,Machines,163.5,79.71787083823797
TEC-AC-10001221,"Memorex Memory Card, USB",Technology,Accessories,68.32,0.5755806755918038
TEC-PAN-10002613,"Panasonic Printer, Durable",Technology,Machines,266.61,79.23159077299638
TEC-PH-10002601,"Motorola Smart Phone, Cordless",Technology,Phones,642.78,61.26565394413985
OFF-ST-10004983,"Smead Shelving, Wire Frame",Office Supplies,Storage,48,38.83464860030056
OFF-ST-10004754,"Fellowes Lockers, Single Width",Office Supplies,Storage,138.24,67.07028126442962
OFF-EN-10004895,"Kraft Mailers, Security-Tint",Office Supplies,Envelopes,40.05,12.158601445444035
FUR-DAN-10004745,"Dania Corner Shelving, Traditional",Furniture,Bookcases,122.07,53.41755773599909
OFF-PA-10000872,"Xerox Parchment Paper, Multicolor",Office Supplies,Paper,9.78,8.147081600011099
TEC-PH-10002076,"Samsung Audio Dock, Full Size",Technology,Phones,168.12,8.922343925437808
